ID,Score,Time,result
7357,55,37,D+
7358,93,26,A+
7359,68,31,B-
7360,70,40,B-
7361,76,37,B
7362,56,32,C
7363,87,58,B
7364,98,32,A+
7365,85,37,A-
7366,57,36,D+
7367,82,33,A-
7368,88,36,A-
7369,78,49,C+
7370,90,50,B
7371,79,41,B-
7372,55,54,D
7373,69,44,C
7374,82,55,B-
7375,84,49,B-
7376,66,47,C-
7377,79,40,B
7378,92,59,B
7379,73,47,C
7380,82,50,B-
7381,58,30,C
7382,73,40,B-
7383,93,31,A+
7384,57,49,D
7385,81,47,B-
7386,52,35,C-
7387,89,24,A
7388,51,42,D
7389,53,36,D
7390,51,58,D-
7391,57,47,D
7392,98,45,A-
7393,96,43,A-
7394,75,41,B-
7395,69,39,C+
7396,88,27,A
7397,90,56,B
7398,81,25,A-
7399,94,53,B+
7400,64,55,D+
7401,70,43,C+
7402,89,26,A
7403,85,55,B
7404,77,38,B
7405,90,48,B
7406,83,41,B
7407,84,45,B
7408,98,35,A+
7409,68,33,B-
7410,65,57,C-
7411,74,43,C+
7412,79,60,C+
7413,85,58,B
7414,70,52,C
7415,54,24,C-
7416,73,42,C+
7417,72,32,B
7418,95,52,B+
7419,64,32,C+
7420,87,51,B
7421,64,42,C-
7422,97,44,A-
7423,71,39,B-
7424,59,28,C
7425,81,53,B-
7426,70,57,C
7427,98,33,A+
7428,60,52,D+
7429,67,27,B-
7430,51,38,D
7431,92,26,A
7432,98,53,B+
7433,51,37,D
7434,69,31,B-
7435,86,38,A-
7436,70,35,B
7437,84,31,A-
7438,50,44,D
7439,78,32,B+
7440,87,26,A
7441,78,52,C+
7442,65,36,C+
7443,73,41,C+
7444,50,34,C-
7445,61,54,D+
7446,73,33,B
7447,50,51,D-
7448,66,56,C-
7449,61,57,D+
7450,78,34,B+
7451,78,57,C+
7452,83,32,A-
7453,68,52,C-
7454,58,39,D+
7455,98,34,A+
7456,79,29,B+
7457,81,26,A-
7458,60,46,D+
7459,52,34,C-
7460,52,30,C-
7461,79,35,B+
7462,74,44,C+
7463,57,51,D
7464,98,33,A+
7465,75,52,C+
7466,85,36,A-
7467,70,45,C+
7468,77,60,C+
7469,98,29,A+
7470,63,27,C+
7471,65,45,C
7472,91,56,B
7473,69,32,B-
7474,82,33,A-
7475,97,57,B+
7476,55,48,D
7477,99,52,B+
7478,80,42,B
7479,60,33,C+
7480,76,50,C+
7481,93,58,B+
7482,53,60,D-
7483,89,59,B
7484,67,60,C-
7485,72,30,B
7486,57,54,D
7487,88,31,A
7488,68,32,B-
7489,96,32,A+
7490,94,31,A+
7491,81,59,B-
7492,61,51,D+
7493,70,29,B
7494,95,58,B+
7495,90,56,B
7496,75,57,C+
7497,94,48,B+
7498,73,59,C
7499,90,24,A
7500,98,51,B+
7501,98,42,A-
7502,95,47,B+
7503,93,44,A-
7504,88,56,B
7505,87,56,B
7506,92,34,A
7507,66,47,C-
7508,89,45,B+
7509,91,40,A-
7510,90,26,A
7511,77,29,B+
7512,93,53,B+
7513,76,32,B+
7514,94,27,A+
7515,60,31,C+
7516,97,44,A-
7517,64,47,D+
7518,98,47,B+
7519,85,31,A
7520,84,34,A-
7521,51,56,D-
7522,84,24,A-
7523,73,60,C
7524,79,49,C+
7525,74,56,C
7526,68,28,B-
7527,60,57,D+
7528,97,51,B+
7529,73,39,B-
7530,76,58,C+
7531,94,33,A+
7532,70,34,B
7533,71,27,B
7534,84,46,B-
7535,83,53,B-
7536,84,59,B-
7537,52,47,D-
7538,65,59,C-
7539,70,39,B-
7540,50,51,D-
7541,70,53,C
7542,76,44,B-
7543,98,39,A
7544,100,40,A
7545,76,56,C+
7546,92,51,B
7547,64,45,C-
7548,65,48,C-
7549,87,55,B
7550,97,52,B+
7551,62,59,D+
7552,62,59,D+
7553,98,56,B+
7554,69,38,C+
7555,56,53,D
7556,100,55,B+
7557,74,56,C
7558,69,35,B-
7559,97,57,B+
7560,74,29,B
7561,91,24,A
7562,50,55,D-
7563,99,34,A+
7564,89,27,A
7565,96,53,B+
7566,75,26,B+
7567,76,57,C+
7568,91,34,A
7569,80,57,B-
7570,76,50,C+
7571,96,54,B+
7572,66,34,B-
7573,95,34,A+
7574,80,29,A-
7575,71,59,C
7576,81,44,B
7577,73,59,C
7578,56,45,D+
7579,70,58,C
7580,67,28,B-
7581,56,50,D
7582,76,31,B+
7583,97,56,B+
7584,93,27,A+
7585,83,55,B-
7586,58,26,C
7587,90,47,B
7588,74,51,C
7589,66,36,C+
7590,70,43,C+
7591,93,33,A+
7592,53,41,D
7593,53,34,C-
7594,100,28,A+
7595,65,37,C+
7596,78,49,C+
7597,82,51,B-
7598,67,54,C-
7599,71,49,C
7600,73,29,B
7601,75,41,B-
7602,58,59,D
7603,85,34,A
7604,82,53,B-
7605,93,27,A+
7606,93,47,B+
7607,55,35,C
7608,69,55,C-
7609,87,51,B
7610,99,29,A+
7611,90,54,B
7612,53,36,D
7613,90,49,B
7614,56,28,C
7615,64,42,C-
7616,74,48,C
7617,55,57,D
7618,89,43,B+
7619,85,41,B+
7620,72,32,B
7621,65,47,C-
7622,69,54,C-
7623,65,37,C+
7624,96,27,A+
7625,68,44,C
7626,82,27,A-
7627,69,45,C
7628,85,30,A
7629,97,38,A
7630,82,44,B
7631,93,34,A+
7632,98,40,A
7633,73,30,B
7634,72,60,C
7635,65,44,C
7636,76,48,C+
7637,63,59,D+
7638,92,26,A
7639,68,44,C
7640,87,51,B
7641,60,28,C+
7642,79,30,B+
7643,87,32,A
7644,67,30,B-
7645,73,26,B
7646,91,47,B
7647,65,25,B-
7648,73,54,C
7649,76,54,C+
7650,64,47,D+
7651,84,49,B-
7652,86,41,B+
7653,79,51,C+
7654,79,37,B
7655,89,32,A
7656,63,28,C+
7657,78,32,B+
7658,95,32,A+
7659,86,55,B
7660,90,37,A-
7661,68,29,B-
7662,89,34,A
7663,97,45,A-
7664,90,34,A
7665,54,37,D
7666,74,59,C
7667,84,26,A-
7668,83,48,B-
7669,85,30,A
7670,87,44,B+
7671,74,34,B
7672,90,32,A
7673,78,59,C+
7674,100,31,A+
7675,88,60,B
7676,73,56,C
7677,59,47,D
7678,69,40,C+
7679,65,47,C-
7680,87,47,B
7681,86,33,A
7682,56,24,C
7683,81,42,B
7684,91,54,B
7685,53,25,C-
7686,66,33,B-
7687,91,48,B
7688,95,32,A+
7689,76,57,C+
7690,66,51,C-
7691,91,38,A-
7692,76,48,C+
7693,68,25,B-
7694,97,45,A-
7695,83,32,A-
7696,94,46,B+
7697,61,57,D+
7698,74,29,B
7699,60,57,D+
7700,86,34,A
7701,91,43,B+
7702,83,48,B-
7703,80,56,B-
7704,77,55,C+
7705,55,60,D
7706,97,54,B+
7707,74,60,C
7708,74,58,C
7709,88,43,B+
7710,56,55,D
7711,55,28,C
7712,90,50,B
7713,76,55,C+
7714,90,53,B
7715,71,51,C
7716,88,32,A
7717,65,37,C+
7718,72,42,C+
7719,77,34,B+
7720,91,52,B
7721,91,35,A
7722,98,25,A+
7723,80,36,B+
7724,83,32,A-
7725,68,40,C+
7726,51,24,C-
7727,57,49,D
7728,59,58,D
7729,81,47,B-
7730,66,36,C+
7731,77,43,B-
7732,71,32,B
